191.1585,923.7222
-257.1992,94.3505
-289.4712,-73.3529
946.9900,-141.2001
413.1007,-544.7917
-995.9278,-873.4857
-596.6574,477.4797
577.4278,613.0466
620.1973,324.9280
-438.8227,29.0106
-44.8092,46.4225
-772.2000,-380.0684
-52.4213,551.4394
-103.7437,134.6548
-407.8183,-992.3047
-614.2971,128.4938
-949.2993,210.2559
-545.5346,-456.4676
101.0199,681.0375
-671.7635,389.2540
201.9599,-327.4668
-529.5125,-178.7347
-548.2930,-498.2020
-720.2287,-822.0439
225.7983,-688.2415
433.5270,-633.7334
-310.4206,-681.8259
723.3064,-663.7953
824.5453,453.9195
-921.6776,-582.2531
-217.8913,635.0965
878.4668,940.7661
56.4531,-513.8492
928.9868,-890.4428
-671.6048,323.8349
174.1885,314.6683
-4.9680,-849.5259
-723.3759,-248.3507
-577.3778,195.0331
420.7384,424.1561
188.0759,-625.6436
-978.8491,207.5589
-859.3066,-176.2928
960.6350,-921.9213
569.9697,848.9895
-637.9499,490.3183
747.3506,127.8148
826.2848,440.2176
-240.7421,-248.1050
-161.0072,-686.9710
-383.2928,284.3415
77.0487,898.0496
83.9148,-110.3011
541.0815,-195.1073
-284.5979,-998.5095
714.2361,-849.7461
-913.2861,-629.0057
-905.7154,287.3519
185.9753,988.1569
566.2376,629.3244
11.8313,-648.1996
860.7766,-987.7841
856.1161,-759.3030
212.6843,773.6018
-809.2186,752.2135
-988.0465,942.5133
-272.0106,368.2156
-935.3616,-130.4189
-136.3071,-953.5542
-296.1431,783.6675
55.9296,478.2600
727.9334,-580.4489
67.1109,-918.4461
-871.5844,859.6720
-379.1160,-748.3922
-856.2274,-756.3554
757.9412,636.0834
456.0594,416.8596
169.0839,-593.4746
892.9740,-574.4850
797.7216,309.7089
-252.8773,-553.1741
427.2957,-399.7004
241.6371,-837.5270
812.9211,851.4101
-796.2109,-794.8300
-965.7018,182.2185
-52.2954,-142.1106
826.6632,-910.8336
242.7134,-970.4177
419.6849,239.5561
-83.4035,442.2798
-519.9909,-966.2616
330.3518,-352.9204
-7.0444,-388.3727
33.3367,584.4456
739.6004,-531.1737
501.1287,504.5215
-262.1777,925.9078
-447.1582,-757.7412
559.3800,-885.3980
916.8007,439.7577
392.8450,-86.2275
-465.1698,955.5106
437.3918,-124.8187
974.8409,154.3529
-631.3785,-111.6614
832.1426,382.1522
-980.6187,46.5892
-107.3195,987.2582
719.4257,59.9782
-445.2998,396.2381
-754.9393,170.7233
-5.8609,589.6619
-562.2236,-801.3623
-212.4825,737.5500
66.8674,-364.8084
-404.3123,-14.0730
-913.3559,122.4332
537.6974,678.1465
-894.5836,-666.4677
321.7005,468.0583
-508.5441,286.0574
-554.1589,-946.0152
851.9224,887.0982
714.1030,256.6869
-20.0394,474.3601
-472.0594,783.9239
-364.0976,84.6616
-491.4565,380.7869
255.8066,-13.0638
511.3933,-273.7267
751.0462,807.6294
492.0524,-803.5412
-236.5644,-296.5185
-802.5159,-66.9885
868.9176,727.6289
241.3887,831.5448
574.6095,984.0244
-916.2916,-234.3705
-219.0930,840.8389
-131.4473,24.7446
816.5909,-584.2936
80.2998,-951.0140
-581.5934,150.9014
-352.3371,15.6694
621.6067,387.4795
-815.3420,-642.0080
-216.7024,177.1771
765.7561,370.5851
199.8843,-439.0144
768.7070,-271.4177
152.0943,238.8790
877.0037,281.1290
109.3716,-716.8397
-187.2831,-328.3800
-925.8261,444.7466
-565.1136,155.9995
-256.2543,421.3434
-645.8639,921.4921
542.4772,216.2234
-797.9068,-514.7746
-181.8608,730.7691
305.2988,943.1764
436.5904,416.7122
-938.7669,214.3667
133.3965,276.8330
-504.6063,-812.7754
452.7115,693.8835
-341.8036,-371.7899
787.2457,414.5704
-24.6285,-112.4661
5.0965,879.3911
443.5768,884.0136
683.3930,409.1791
-667.6713,978.2239
-376.2759,539.4817
-57.8658,-349.5245
973.3837,-821.0613
-935.8747,-878.0403
-395.5132,-866.7588
673.4166,80.1539
-51.1659,971.2559
-343.9860,-836.6814
-645.6051,-256.9290
251.5770,521.9771
-341.3303,-267.4011
-994.3265,176.8036
446.5345,-658.3136
-491.8060,628.3428
-387.2784,-590.6978
77.7534,-339.3324
32.7142,102.6151
699.5815,960.9479
-126.2914,682.7398
-112.3592,883.6112
617.8619,-918.0321
728.3247,346.8946
-109.6395,-706.2407
-448.9309,-264.6691
631.4322,-417.4538
851.5981,-696.2723
330.7723,369.7186
-456.9791,-85.2958
325.7143,-314.8261
-895.3861,570.9204
248.8165,183.2349
473.8022,951.0704
553.2172,-659.7707
634.8154,938.3523
-783.1454,301.3567
49.0926,-101.7583
484.5204,-587.3619
-499.1916,-73.5752
707.1592,291.5892
74.6097,731.6924
-529.9941,674.4689
511.4907,987.8772
786.8492,376.5002
913.6382,-461.2187
794.7362,870.7369
-638.4874,-765.1634
576.2140,-604.6628
-789.4486,-396.1616
-401.1379,560.6118
712.7755,-77.6568
-965.1873,-364.3419
939.1090,957.3664
733.5361,953.7742
708.7850,-799.0168
218.5161,-814.3021
897.3027,-682.4122
512.6598,-154.9424
986.8520,-630.1986
629.6221,805.0011
494.2130,-708.3042
742.6552,42.5289
242.1425,-520.3402
77.0741,-206.4124
151.3057,111.7602
146.8803,-922.2827
-560.4654,-108.8165
-930.8868,924.3076
-876.0932,-522.5939
634.8694,981.4007
521.8186,447.7883
-501.6467,-411.0301
336.9156,422.9900
530.9273,-551.7009
997.7817,793.2676
-628.1685,561.9121
-719.2776,-329.5432
205.7340,-860.2390
-958.6898,3.3942
639.8436,968.4928
-355.5823,727.6244
688.4519,218.6738
-225.9414,-198.5786
66.0107,381.0236
624.9377,-75.3472
108.1374,0.1047
-753.4105,839.9887
776.0788,-461.4086
564.0450,188.3840
777.7284,984.6720
-732.3336,-275.1791
875.5739,-716.8319
-323.5685,996.3752
934.3809,-981.2020
-24.9760,806.9483
-696.7223,-13.9771
-332.3938,137.3941
79.2463,323.5568
-470.0069,-640.2390
-760.9921,-594.4414
630.8211,376.2974
431.5049,275.2191
396.9041,169.8370
849.4919,-55.7707
883.5596,720.0178
-516.1865,-381.1744
335.1117,421.8452
130.2096,360.3801
347.4740,-94.7393
153.3781,-258.9099
-382.8920,-630.9093
-262.4669,-617.0420
-960.0727,-263.8930
76.2522,82.6385
555.0787,77.9272
95.3104,-649.7744
-242.0305,-149.8960
74.9796,-198.3557
-198.3202,-53.6533
-661.6219,672.9495
407.2372,-640.4567
-809.4876,-331.8072
275.9703,-965.8107
339.0319,550.9695
-749.0049,359.1657
150.5027,550.3467
-960.7075,-510.1343
-867.0945,-777.8522
931.1614,-502.3686
4.3012,833.8145
592.9441,-47.8324
440.4506,994.7865
612.1511,-218.3602
116.0199,-514.0787
-3.9230,123.5371
-635.2140,-160.4838
-229.3781,-88.4631
-709.7936,-842.6654
-137.2532,-979.3817
-938.5570,-283.7003
-903.6172,-403.1265
928.2743,671.2920
-429.2746,-592.1422
457.5909,-355.8199
-895.7227,610.2486
567.7166,-194.0511
635.4424,828.3975
-999.0579,918.8155
-322.3495,-385.9384
-68.9378,-843.9410
-330.4509,536.2016
81.9924,-585.3761
-261.7243,762.7929
934.3770,-383.4343
-136.9706,263.3230
695.3255,-354.3112
-708.0780,-981.3416
-589.0630,-581.4389
907.5666,-142.1694
992.0728,-14.6249
157.1369,542.4494
449.9018,-990.5126
165.0624,-850.0300
-886.6528,31.7171
-701.2118,38.4072
537.0309,-751.6898
-533.4119,293.4943
848.4549,913.4127
571.2503,-235.3365
856.6871,400.0280
-400.9485,303.0066
-75.6309,379.2819
279.1940,109.1579
275.0898,-577.4157
801.8457,-979.0232
892.1114,113.9844
495.8562,474.0768
833.3865,774.0806
854.8540,-967.5267
975.6086,-289.8215
-471.2768,963.2629
-239.0848,37.5500
869.1970,-543.0273
243.6556,-282.3149
-790.3457,-491.1421
-254.3107,-616.5878
